Atualizado em: 2025-08-28
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"45";"0";"13,33";"2,22"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNBR";"BARREIRAS(BA, BRASIL)";"31";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNDV";"BRIGADEIRO CABRAL(MG, BRASIL)";"27";"11,11";"12,5";"8,33"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNGI";"GUANAMBI(BA, BRASIL)";"31";"0";"9,68";"3,23"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNJM";"AEROPORTO ELIAS BREDER(MG, BRASIL)";"10";"10";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNLN";"AERÓDROMO MUNICIPAL DE LINHARES(ES, BRASIL)";"13";"7,69";"25";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNPD";"PATOS DE MINAS(MG, BRASIL)";"9";"0";"0";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNSS";"SALINAS(MG, BRASIL)";"16";"6,25";"13,33";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNTO";"JUSCELINO KUBITSCHECK(MG, BRASIL)";"17";"5,88";"6,25";"0"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNZR";"PARACATU(MG, BRASIL)";"9";"22,22";"42,86";"28,57"
"SBCF";"TANCREDO NEVES(MG, BRASIL)";"TNCC";"HATO INTERNATIONAL AIRPORT(CURAÇAO)";"17";"0";"0";"0"
"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"62";"0";"1,61";"1,61"
"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"167";"1,2";"7,27";"3,03"
"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"97";"1,03";"5,21";"3,13"
"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"70";"0";"1,43";"1,43"
"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"31";"6,45";"6,9";"3,45"
"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"120";"8,33";"5,45";"1,82"
"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"50";"0";"6";"4"
"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"26";"7,69";"4,17";"0"
"SBCJ";"CARAJÁS(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"44";"2,27";"4,65";"2,33"
"SBCJ";"CARAJÁS(PA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"53";"0";"11,32";"3,77"
"SBCJ";"CARAJÁS(PA, BRASIL)";"SDOW";"OURILÂNDIA DO NORTE(PA, BRASIL)";"13";"7,69";"0";"0"
"SBCN";"NELSON RODRIGUES GUIMARÃES(GO, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"9";"0";"0";"0"
"SBCN";"NELSON RODRIGUES GUIMARÃES(GO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"9";"0";"0";"0"
"SBCN";"NELSON RODRIGUES GUIMARÃES(GO, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"31";"0";"3,23";"0"
"SBCR";"CORUMBÁ(MS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"17";"5,88";"6,25";"6,25"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"17";"0";"11,76";"0"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"124";"1,61";"4,1";"0"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"58";"1,72";"10,53";"3,51"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"71";"2,82";"7,25";"7,25"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"89";"4,49";"10,59";"8,24"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"215";"2,33";"8,57";"4,29"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"458";"3,06";"11,26";"3,15"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"176";"2,27";"9,88";"5,81"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"58";"3,45";"7,14";"3,57"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"74";"2,7";"4,17";"2,78"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"164";"4,27";"8,92";"4,46"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBPO";"JUVENAL LOUREIRO CARDOSO(PR, BRASIL)";"14";"7,14";"0";"0"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"12";"0";"33,33";"25"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"589";"1,87";"8,13";"4,15"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"0";"0";"0"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"30";"0";"6,67";"0"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"9";"0";"11,11";"0"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"13";"0";"15,38";"7,69"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SSGG";"Tancredo Thomas de Faria(PR, BRASIL)";"17";"5,88";"6,25";"0"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SSGY";"GUAÍRA(PR, BRASIL)";"14";"14,29";"33,33";"25"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SSUM";"ORLANDO DE CARVALHO(PR, BRASIL)";"13";"7,69";"16,67";"8,33"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SSUV";"JOSÉ CLETO(PR, BRASIL)";"10";"40";"50";"33,33"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SSVL";"TELÊMACO BORBA (SBTL*)(PR, BRASIL)";"13";"53,85";"33,33";"33,33"
"SBCT";"AFONSO PENA(PR, BRASIL)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"9";"11,11";"12,5";"12,5"
"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"9";"11,11";"0";"0"
"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"6,45";"6,9";"3,45"
"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"12,9";"3,7";"3,7"
"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"27";"11,11";"0";"0"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"72";"0";"2,78";"1,39"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBBW";"BARRA DO GARÇAS(MT, BRASIL)";"23";"13,04";"0";"0"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"61";"0";"3,28";"1,64"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"18";"0";"5,56";"0"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"302";"0,33";"4,32";"1,33"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBJI";"JI-PARANÁ(RO, BRASIL)";"4";"0";"0";"0"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"146";"2,05";"5,59";"3,5"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"8";"0";"0";"0"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"31";"0";"6,45";"6,45"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"93";"1,08";"7,61";"1,09"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"7";"14,29";"0";"0"
"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SSOU";"ARIPUANÃ(MT, BRASIL)";"23";"13,04";"5";"0"
"SBCZ";"CRUZEIRO DO SUL(AC, BRASIL)";"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"17";"0";"5,88";"5,88"
"SBDB";"BONITO(MS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"14";"0";"7,14";"7,14"
"SBDB";"BONITO(MS, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"14";"0";"0";"0"
"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"4";"0";"0";"0"
"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"58";"1,72";"12,28";"8,77"
"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"8";"0";"12,5";"0"
"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"25";"0"
"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"4";"0";"0";"0"
"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"27";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"KFLL";"FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"4";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"9";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"26";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"80";"1,25";"3,8";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"119";"0";"1,68";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBBV";"ATLAS BRASIL CANTANHEDE(RR, BRASIL)";"31";"0";"9,68";"3,23"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"62";"1,61";"1,64";"1,64"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"6,45";"3,23"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"155";"1,29";"6,54";"1,96"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBIH";"ITAITUBA(PA, BRASIL)";"14";"0";"7,14";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"93";"3,23";"1,11";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBMY";"MANICORÉ(AM, BRASIL)";"9";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"38";"0";"2,63";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"13";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"6,45";"6,45"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"58";"0";"3,45";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBTB";"TROMBETAS(PA, BRASIL)";"4";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBTF";"TEFÉ(AM, BRASIL)";"22";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBTT";"TABATINGA(AM, BRASIL)";"49";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBUA";"SÃO GABRIEL DA CACHOEIRA(AM, BRASIL)";"14";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"41";"4,88";"7,69";"5,13"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWBR";"BORBA(AM, BRASIL)";"8";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWKO";"COARI(AM, BRASIL)";"9";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWLB";"LÁBREA(AM, BRASIL)";"8";"0";"25";"25"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWMW";"MAUÉS(AM, BRASIL)";"9";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWPI";"JÚLIO BÉLEM(AM, BRASIL)";"25";"0";"0";"0"
"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWYN";"PRAINHA(AM, BRASIL)";"10";"40";"33,33";"16,67"
"SBFI";"CATARATAS(PR, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"4";"0";"0";"0"
"SBFI";"CATARATAS(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"89";"1,12";"15,91";"12,5"
"SBFI";"CATARATAS(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"124";"0";"4,03";"3,23"
"SBFI";"CATARATAS(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"213";"1,88";"11,48";"3,83"
"SBFI";"CATARATAS(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"65";"1,54";"6,25";"3,13"
"SBFI";"CATARATAS(PR, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"9";"0";"0";"0"
"SBFI";"CATARATAS(PR, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"97";"0";"6,19";"4,12"
"SBFI";"CATARATAS(PR, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"15";"20";"33,33";"16,67"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"14";"0";"14,29";"14,29"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"21";"0";"0";"0"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"50";"4";"6,25";"4,17"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"11";"0";"0";"0"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"62";"0";"4,84";"1,61"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"47";"0";"6,38";"0"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"31";"3,23";"13,33";"3,33"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"123";"0,81";"4,1";"0,82"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"305";"3,28";"7,12";"1,36"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"109";"0,92";"10,19";"3,7"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"13";"0";"15,38";"7,69"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"13";"0";"0";"0"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"373";"0,27";"5,65";"0,81"
"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"161";"8,7";"7,48";"2,04"
"SBFN";"FERNANDO DE NORONHA(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"36";"0";"11,11";"2,78"
"SBFN";"FERNANDO DE NORONHA(PE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"100";"1";"7,07";"5,05"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"5";"0";"0";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"19";"0";"10,53";"10,53"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"LFPG";"PARIS-CHARLES DE GAULLE AIRPORT (ROISSY AIRPORT)(FRANÇA)";"13";"0";"30,77";"15,38"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"35";"0";"20";"2,86"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"4";"0";"0";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"4";"0";"0";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"89";"0";"4,49";"4,49"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"155";"0";"2,58";"0,65"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"75";"0";"2,67";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"62";"0";"6,45";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"243";"1,23";"3,33";"0,83"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"351";"1,14";"6,05";"1,73"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"31";"3,23";"3,33";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"70";"4,29";"14,93";"13,43"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"196";"1,02";"6,7";"4,12"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"31";"0";"0";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"44";"0";"4,55";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"186";"1,61";"1,64";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"120";"0";"5";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"31";"0";"3,23";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"8";"0";"0";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"4";"0";"0";"0"
"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SOCA";"CAYENNE-ROCHAMBEAU AIRPORT(GUIANA FRANCESA)";"5";"100";"0";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"EDDF";"FRANKFURT INTERNATIONAL AIRPORT(ALEMANHA)";"13";"0";"0";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"EGLL";"LONDON HEATHROW AIRPORT(REINO UNIDO)";"31";"0";"12,9";"9,68"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"EHAM";"AMSTERDAM AIRPORT SCHIPHOL(HOLANDA)";"31";"3,23";"0";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KATL";"HARTSFIELD JACKSON ATLANTA INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"18";"0";"5,56";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KIAH";"GEORGE BUSH INTERCONTINENTAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"32";"6,25";"23,33";"16,67"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"6,67";"6,67"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"LEMD";"ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(ESPANHA)";"22";"4,55";"0";"0"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"LFPG";"PARIS-CHARLES DE GAULLE AIRPORT (ROISSY AIRPORT)(FRANÇA)";"31";"0";"19,35";"9,68"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"LIRF";"LEONARDO DA VINCI INTERNATIONAL AIRPORT (FIUMICINO INTERNATIONAL AIRPORT)(ITÁLIA)";"31";"0";"3,23";"3,23"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"LPPR";"PORTO(PORTUGAL)";"8";"0";"37,5";"12,5"
"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"53";"1,89";"5,77";"1,92"
